ticket,symbol,direction,opened_at,closed_at,entry_price,exit_price,sl,tp,risk_price,sl_reason,lot,score,grade,reason,pnl
1,XAUUSDm,sell,2026-03-12T17:40:00+00:00,2026-03-12T20:45:00+00:00,5110.713,5074.212,5074.212,4995.774,19.461,internal_structure_anchor,0.01,8,B,sl_hit,36.501
2,XAUUSDm,sell,2026-03-13T06:10:00+00:00,2026-03-13T07:10:00+00:00,5104.03,5093.563,5093.563,4995.774,10.038,internal_structure_anchor+sl_floor(10.038),0.02,8,B,sl_hit,20.934
3,XAUUSDm,sell,2026-03-13T07:40:00+00:00,2026-03-13T08:00:00+00:00,5089.241,5081.699,5081.699,4995.774,13.52,internal_structure_anchor+sl_floor(13.520),0.01,8,B,sl_hit,7.542
4,XAUUSDm,sell,2026-03-13T19:45:00+00:00,2026-03-15T22:05:00+00:00,5015.585,5028.282,5028.282,4977.494,12.697,internal_structure_anchor+sl_floor(12.697),0.01,8,B,sl_hit,-12.697
5,XAUUSDm,sell,2026-03-16T08:10:00+00:00,2026-03-16T10:20:00+00:00,4988.75,4985.203,4985.203,4943.174,15.192,internal_structure_anchor,0.01,8,B,sl_hit,3.547
6,XAUUSDm,sell,2026-03-16T10:35:00+00:00,2026-03-16T10:50:00+00:00,4981.7,4994.847,4994.847,4942.258,13.147,internal_structure_anchor+sl_floor(13.147),0.01,8,B,sl_hit,-13.147
7,XAUUSDm,sell,2026-03-16T14:30:00+00:00,2026-03-16T15:20:00+00:00,5011.002,5004.981,5004.981,4960.005,16.999,internal_structure_anchor+sl_floor(16.999),0.01,8,B,sl_hit,6.021
8,XAUUSDm,sell,2026-03-16T15:25:00+00:00,2026-03-16T18:30:00+00:00,4991.632,5009.721,5009.721,4937.365,18.089,internal_structure_anchor+sl_floor(18.089),0.01,8,B,sl_hit,-18.089
9,XAUUSDm,buy,2026-03-17T15:25:00+00:00,2026-03-17T15:40:00+00:00,4994.84,4979.569,4979.569,5044.474,15.271,internal_structure_anchor+sl_floor(15.271),0.01,8,B,sl_hit,-15.271
10,XAUUSDm,sell,2026-03-19T06:10:00+00:00,2026-03-19T06:45:00+00:00,4833.1,4778.075,4778.075,4776.277,18.941,internal_structure_anchor,0.01,8,B,sl_hit,55.025
11,XAUUSDm,sell,2026-03-20T05:00:00+00:00,2026-03-20T06:35:00+00:00,4712.459,4682.679,4682.679,4502.509,15.267,internal_structure_anchor,0.01,9,B,sl_hit,29.78
12,XAUUSDm,sell,2026-03-20T09:40:00+00:00,2026-03-20T10:35:00+00:00,4673.564,4665.682,4665.682,4502.509,19.879,internal_structure_anchor+sl_floor(19.879),0.01,8,B,sl_hit,7.882
13,XAUUSDm,sell,2026-03-26T05:05:00+00:00,2026-03-26T05:25:00+00:00,4511.76,4502.046,4502.046,4472.499,13.087,internal_structure_anchor,0.01,8,B,sl_hit,9.714
14,XAUUSDm,sell,2026-03-26T05:25:00+00:00,2026-03-26T05:30:00+00:00,4493.648,4490.939,4490.939,4460.804,10.948,internal_structure_anchor+sl_floor(10.948),0.02,9,B,sl_hit,5.418
