ticket,symbol,direction,opened_at,closed_at,entry_price,exit_price,sl,tp,risk_price,sl_reason,lot,score,grade,reason,pnl
18,XAUUSDm,sell,2026-05-28T10:50:00+00:00,2026-05-28T12:35:00+00:00,4382.292,4396.486,4396.486,4361.001,14.194,internal_structure_anchor,0.01,8,B,sl_hit,-14.214
19,XAUUSDm,sell,2026-06-01T03:20:00+00:00,2026-06-01T05:10:00+00:00,4518.625,4518.39114,4518.39114,4498.733,13.261,internal_structure_anchor,0.01,8,B,sl_hit,0.2139
20,XAUUSDm,sell,2026-06-01T06:10:00+00:00,2026-06-01T09:15:00+00:00,4514.233,4505.21921,4505.21921,4489.664,11.661,internal_structure_anchor,0.01,8,B,sl_hit,8.9938
21,XAUUSDm,sell,2026-06-03T04:30:00+00:00,2026-06-03T06:15:00+00:00,4474.799,4469.11857,4469.11857,4454.402,13.598,internal_structure_anchor,0.01,9,B,sl_hit,5.6604
22,XAUUSDm,sell,2026-06-03T06:50:00+00:00,2026-06-03T07:10:00+00:00,4458.453,4471.722,4471.722,4366.232,13.269,internal_structure_anchor,0.01,8,B,sl_hit,-13.289
23,XAUUSDm,sell,2026-06-03T07:30:00+00:00,2026-06-03T09:05:00+00:00,4461.387,4456.59257,4456.59257,4366.232,11.667,internal_structure_anchor,0.01,8,B,sl_hit,4.7744
24,XAUUSDm,sell,2026-06-03T09:30:00+00:00,2026-06-03T10:05:00+00:00,4441.763,4457.227,4457.227,4366.232,15.464,internal_structure_anchor,0.01,8,B,sl_hit,-15.484
25,XAUUSDm,sell,2026-06-05T01:20:00+00:00,2026-06-05T04:55:00+00:00,4455.145,4444.808,4444.808,4366.232,15.118,internal_structure_anchor,0.01,8,B,sl_hit,10.317
26,XAUUSDm,sell,2026-06-05T18:00:00+00:00,2026-06-05T20:45:00+00:00,4333.407,4326.33471,4326.33471,4311.246,14.774,internal_structure_anchor,0.01,9,B,sl_hit,7.0523
27,XAUUSDm,sell,2026-06-08T05:05:00+00:00,2026-06-08T05:30:00+00:00,4310.28,4293.121,4321.719,4293.121,11.439,internal_structure_anchor,0.01,8,B,tp_hit,17.139
28,XAUUSDm,sell,2026-06-10T19:50:00+00:00,2026-06-10T20:45:00+00:00,4087.368,4068.4,4085.55914,4068.4,12.645,internal_structure_anchor,0.01,8,B,tp_hit,18.948
29,XAUUSDm,sell,2026-06-11T08:30:00+00:00,2026-06-11T09:45:00+00:00,4095.558,4092.32736,4092.32736,4023.831,11.619,internal_structure_anchor,0.01,8,B,sl_hit,3.2106
30,XAUUSDm,sell,2026-06-18T16:45:00+00:00,2026-06-18T19:45:00+00:00,4218.023,4214.72071,4214.72071,4023.831,16.128,internal_structure_anchor,0.01,9,B,sl_hit,3.2823
31,XAUUSDm,sell,2026-06-18T23:45:00+00:00,2026-06-19T05:30:00+00:00,4189.526,4137.87057,4137.87057,4023.831,12.434,internal_structure_anchor,0.01,9,B,sl_hit,51.6354
32,XAUUSDm,sell,2026-06-19T12:45:00+00:00,2026-06-19T12:50:00+00:00,4148.701,4161.224,4161.224,4023.831,12.523,internal_structure_anchor,0.01,8,B,sl_hit,-12.543
33,XAUUSDm,sell,2026-06-23T01:35:00+00:00,2026-06-23T04:55:00+00:00,4162.203,4121.623,4141.40879,4121.623,16.883,internal_structure_anchor,0.01,8,B,tp_hit,40.56
34,XAUUSDm,sell,2026-06-23T12:05:00+00:00,2026-06-23T13:45:00+00:00,4119.925,4132.845,4132.845,4100.545,12.92,internal_structure_anchor,0.01,8,B,sl_hit,-12.94
35,XAUUSDm,sell,2026-06-23T19:50:00+00:00,2026-06-23T22:30:00+00:00,4115.699,4098.957,4113.04607,4098.957,11.161,internal_structure_anchor,0.02,8,B,tp_hit,33.444
36,XAUUSDm,sell,2026-06-23T23:05:00+00:00,2026-06-23T23:45:00+00:00,4096.844,4095.13357,4095.13357,4080.006,11.225,internal_structure_anchor,0.02,8,B,sl_hit,3.3809
37,XAUUSDm,sell,2026-06-24T09:00:00+00:00,2026-06-24T11:05:00+00:00,4074.438,4050.199,4065.39814,4050.199,13.903,internal_structure_anchor,0.01,8,B,tp_hit,24.219
38,XAUUSDm,sell,2026-06-24T17:45:00+00:00,2026-06-24T18:05:00+00:00,3980.069,3976.79193,3976.79193,3953.249,17.88,internal_structure_anchor,0.01,8,B,sl_hit,3.2571
39,XAUUSDm,sell,2026-06-29T08:45:00+00:00,2026-06-29T09:50:00+00:00,4055.456,4037.429,4053.38271,4037.429,12.018,internal_structure_anchor,0.02,9,B,tp_hit,36.014
40,XAUUSDm,sell,2026-06-29T14:10:00+00:00,2026-06-29T14:25:00+00:00,4008.935,4025.057,4025.057,3958.811,16.122,internal_structure_anchor,0.01,8,B,sl_hit,-16.142
41,XAUUSDm,sell,2026-06-29T14:45:00+00:00,2026-06-29T19:25:00+00:00,4019.767,4014.35664,4014.35664,3958.811,16.59,internal_structure_anchor,0.01,8,B,sl_hit,5.3904
42,XAUUSDm,sell,2026-06-30T23:45:00+00:00,2026-07-01T02:50:00+00:00,4007.482,3984.82293,3984.82293,3958.811,11.728,internal_structure_anchor,0.02,9,B,sl_hit,45.2781
43,XAUUSDm,sell,2026-07-06T05:00:00+00:00,2026-07-06T07:45:00+00:00,4153.955,4165.376,4165.376,4096.828,11.421,internal_structure_anchor,0.02,9,B,sl_hit,-22.882
44,XAUUSDm,sell,2026-07-06T12:30:00+00:00,2026-07-06T13:00:00+00:00,4143.966,4143.77386,4143.77386,4049.227,15.319,internal_structure_anchor,0.01,8,B,sl_hit,0.1721
45,XAUUSDm,sell,2026-07-07T05:15:00+00:00,2026-07-07T07:45:00+00:00,4122.354,4133.154,4133.154,4049.227,10.8,internal_structure_anchor,0.02,8,B,sl_hit,-21.64
46,XAUUSDm,sell,2026-07-07T19:00:00+00:00,2026-07-07T19:30:00+00:00,4121.668,4110.03114,4110.03114,4049.227,12.165,internal_structure_anchor,0.02,8,B,sl_hit,23.2337
47,XAUUSDm,sell,2026-07-08T08:00:00+00:00,2026-07-08T08:15:00+00:00,4117.248,4092.023,4127.7,4092.023,10.452,internal_structure_anchor,0.02,8,B,tp_hit,50.41
48,XAUUSDm,sell,2026-07-10T08:45:00+00:00,2026-07-10T10:20:00+00:00,4095.947,4108.905,4108.905,4049.227,12.958,internal_structure_anchor,0.02,8,B,sl_hit,-25.956
49,XAUUSDm,sell,2026-07-13T03:00:00+00:00,2026-07-13T05:05:00+00:00,4064.541,4060.744,4060.744,4043.91,13.754,internal_structure_anchor,0.01,9,B,sl_hit,3.777
50,XAUUSDm,sell,2026-07-13T05:20:00+00:00,2026-07-13T07:05:00+00:00,4061.237,4059.79686,4059.79686,4039.711,12.685,internal_structure_anchor,0.02,9,B,sl_hit,2.8403
51,XAUUSDm,sell,2026-07-13T10:45:00+00:00,2026-07-13T14:15:00+00:00,4054.013,4023.029,4049.54736,4023.029,17.342,internal_structure_anchor,0.01,9,B,tp_hit,30.964
52,XAUUSDm,sell,2026-07-13T16:25:00+00:00,2026-07-13T18:30:00+00:00,4004.029,3998.23807,3998.23807,3960.388,14.82,internal_structure_anchor,0.01,8,B,sl_hit,5.7709
53,XAUUSDm,sell,2026-07-15T15:10:00+00:00,2026-07-15T17:25:00+00:00,4044.189,4040.24707,4040.24707,4016.302,18.591,internal_structure_anchor,0.01,9,B,sl_hit,3.9219
54,XAUUSDm,sell,2026-07-15T18:45:00+00:00,2026-07-15T19:30:00+00:00,4064.603,4048.989,4075.012,4048.989,10.409,internal_structure_anchor,0.02,8,B,tp_hit,31.188
55,XAUUSDm,sell,2026-07-17T12:40:00+00:00,2026-07-17T13:35:00+00:00,3969.843,3981.252,3981.252,3952.729,11.409,internal_structure_anchor,0.02,8,B,sl_hit,-22.858
