ticket,symbol,direction,opened_at,closed_at,entry_price,exit_price,sl,tp,risk_price,sl_reason,lot,score,grade,reason,pnl
35,XAUUSDm,sell,2026-06-23T01:35:00+00:00,2026-06-23T04:55:00+00:00,4162.203,4121.623,4141.40879,4121.623,16.883,internal_structure_anchor,0.01,8,B,tp_hit,40.56
36,XAUUSDm,sell,2026-06-23T04:55:00+00:00,2026-06-23T05:00:00+00:00,4118.261,4131.569,4131.569,4091.645,13.308,internal_structure_anchor,0.01,8,B,sl_hit,-13.328
37,XAUUSDm,sell,2026-06-23T07:50:00+00:00,2026-06-23T09:20:00+00:00,4100.608,4115.557,4115.557,4070.71,14.949,internal_structure_anchor,0.01,8,B,sl_hit,-14.969
38,XAUUSDm,sell,2026-06-23T12:05:00+00:00,2026-06-23T13:45:00+00:00,4119.925,4132.845,4132.845,4094.085,12.92,internal_structure_anchor,0.01,8,B,sl_hit,-12.94
39,XAUUSDm,sell,2026-06-24T03:20:00+00:00,2026-06-24T03:40:00+00:00,4052.917,4068.968,4068.968,4020.814,16.051,internal_structure_anchor,0.01,8,B,sl_hit,-16.071
40,XAUUSDm,sell,2026-06-24T09:00:00+00:00,2026-06-24T11:10:00+00:00,4074.438,4046.632,4063.694,4046.632,13.903,internal_structure_anchor,0.01,8,B,tp_hit,27.786
41,XAUUSDm,sell,2026-06-24T17:40:00+00:00,2026-06-24T18:05:00+00:00,3984.268,3976.79193,3976.79193,3956.906,13.681,internal_structure_anchor,0.01,8,B,sl_hit,7.4561
42,XAUUSDm,sell,2026-06-29T08:40:00+00:00,2026-06-29T09:55:00+00:00,4055.69,4032.122,4049.23014,4032.122,11.784,internal_structure_anchor,0.01,9,B,tp_hit,23.548
43,XAUUSDm,sell,2026-06-29T14:10:00+00:00,2026-06-29T14:25:00+00:00,4008.935,4025.057,4025.057,3958.811,16.122,internal_structure_anchor,0.01,8,B,sl_hit,-16.142
44,XAUUSDm,sell,2026-06-29T14:45:00+00:00,2026-06-29T19:25:00+00:00,4019.767,4014.35664,4014.35664,3958.811,16.59,internal_structure_anchor,0.01,8,B,sl_hit,5.3904
45,XAUUSDm,sell,2026-06-30T23:45:00+00:00,2026-07-01T02:50:00+00:00,4007.482,3984.82293,3984.82293,3958.811,11.728,internal_structure_anchor,0.01,9,B,sl_hit,22.6391
46,XAUUSDm,sell,2026-07-06T05:00:00+00:00,2026-07-06T07:45:00+00:00,4153.955,4165.376,4165.376,4096.828,11.421,internal_structure_anchor,0.02,9,B,sl_hit,-22.882
47,XAUUSDm,sell,2026-07-06T12:30:00+00:00,2026-07-06T13:00:00+00:00,4143.966,4143.77386,4143.77386,4049.227,15.319,internal_structure_anchor,0.01,8,B,sl_hit,0.1721
48,XAUUSDm,sell,2026-07-07T05:15:00+00:00,2026-07-07T07:45:00+00:00,4122.354,4133.154,4133.154,4049.227,10.8,internal_structure_anchor,0.02,8,B,sl_hit,-21.64
49,XAUUSDm,sell,2026-07-07T19:00:00+00:00,2026-07-07T19:30:00+00:00,4121.668,4110.03114,4110.03114,4049.227,12.165,internal_structure_anchor,0.01,8,B,sl_hit,11.6169
50,XAUUSDm,sell,2026-07-08T08:00:00+00:00,2026-07-08T08:15:00+00:00,4117.248,4092.023,4127.7,4092.023,10.452,internal_structure_anchor,0.02,8,B,tp_hit,50.41
51,XAUUSDm,sell,2026-07-10T08:45:00+00:00,2026-07-10T10:20:00+00:00,4095.947,4108.905,4108.905,4049.227,12.958,internal_structure_anchor,0.01,8,B,sl_hit,-12.978
52,XAUUSDm,sell,2026-07-13T03:00:00+00:00,2026-07-13T05:05:00+00:00,4064.541,4060.744,4060.744,4037.033,13.754,internal_structure_anchor,0.01,9,B,sl_hit,3.777
53,XAUUSDm,sell,2026-07-13T05:20:00+00:00,2026-07-13T07:05:00+00:00,4061.237,4059.79686,4059.79686,4035.867,12.685,internal_structure_anchor,0.01,9,B,sl_hit,1.4201
54,XAUUSDm,sell,2026-07-13T14:05:00+00:00,2026-07-13T14:20:00+00:00,4037.527,4004.205,4028.17164,4004.205,16.661,internal_structure_anchor,0.01,9,B,tp_hit,33.302
55,XAUUSDm,sell,2026-07-13T16:25:00+00:00,2026-07-13T18:30:00+00:00,4004.029,3998.23807,3998.23807,3960.388,14.82,internal_structure_anchor,0.01,8,B,sl_hit,5.7709
56,XAUUSDm,sell,2026-07-15T16:10:00+00:00,2026-07-15T17:30:00+00:00,4038.427,4051.725,4051.725,4011.831,13.298,internal_structure_anchor,0.01,9,B,sl_hit,-13.318
57,XAUUSDm,sell,2026-07-15T18:45:00+00:00,2026-07-15T20:20:00+00:00,4064.603,4059.48671,4059.48671,4043.785,10.409,internal_structure_anchor,0.02,8,B,sl_hit,10.1926
58,XAUUSDm,sell,2026-07-17T12:50:00+00:00,2026-07-17T13:35:00+00:00,3968.817,3981.252,3981.252,3943.947,12.435,internal_structure_anchor,0.01,8,B,sl_hit,-12.455
